,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Intercept,RAPM__Off,RAPM__Off_Rank,playerId,playerName
427,-0.171,302.0,-0.293,383.0,111.321,0.123,189.0,203124,Kyle OQuinn
428,-1.736,502.0,0.384,133.0,111.321,-2.12,526.0,203145,Kent Bazemore
429,0.02,236.0,-0.033,269.0,111.321,0.053,227.0,203159,Scott Machado
430,-2.419,522.0,-0.52,434.0,111.321,-1.898,524.0,203200,Justin Holiday
431,-2.091,515.0,-0.813,482.0,111.321,-1.278,510.0,203210,JaMychal Green
432,-0.481,368.0,-0.555,444.0,111.321,0.075,213.0,203263,James Nunnally
433,1.022,76.0,0.805,62.0,111.321,0.217,161.0,203382,Aron Baynes
434,-0.761,420.0,0.832,58.0,111.321,-1.593,516.0,203457,Nerlens Noel
435,-0.621,404.0,-0.323,388.0,111.321,-0.297,355.0,203458,Alex Len
436,-0.016,249.0,0.416,126.0,111.321,-0.432,395.0,203459,Allen Crabbe
437,-0.224,316.0,-0.184,343.0,111.321,-0.04,278.0,203463,Ben McLemore
438,1.392,57.0,0.166,174.0,111.321,1.226,35.0,203468,CJ McCollum
439,0.552,127.0,-0.137,316.0,111.321,0.689,72.0,203469,Cody Zeller
440,0.647,114.0,0.315,147.0,111.321,0.332,138.0,203471,Dennis Schroder
441,-1.044,461.0,-0.862,485.0,111.321,-0.182,323.0,203473,Dewayne Dedmon
442,-0.025,254.0,0.041,229.0,111.321,-0.066,287.0,203474,DJ Stephens
443,-0.601,399.0,-0.41,413.0,111.321,-0.19,325.0,203476,Gorgui Dieng
444,-1.262,480.0,-0.547,440.0,111.321,-0.715,457.0,203477,Isaiah Canaan
445,0.674,112.0,0.33,143.0,111.321,0.343,132.0,203482,Kelly Olynyk
446,-0.983,455.0,-1.032,506.0,111.321,0.049,229.0,203484,Kentavious Caldwell-Pope
447,-0.33,340.0,0.452,117.0,111.321,-0.782,469.0,203485,Lorenzo Brown
448,0.812,94.0,0.451,118.0,111.321,0.361,130.0,203486,Mason Plumlee
449,0.115,207.0,-0.223,357.0,111.321,0.338,135.0,203487,Michael Carter-Williams
450,0.47,138.0,0.435,121.0,111.321,0.034,238.0,203488,Mike Muscala
451,1.119,69.0,0.056,217.0,111.321,1.062,42.0,203490,Otto Porter Jr.
452,-0.767,421.0,-0.798,480.0,111.321,0.031,240.0,203493,Reggie Bullock
453,0.794,97.0,1.394,12.0,111.321,-0.6,436.0,203496,Robert Covington
454,1.895,29.0,1.732,3.0,111.321,0.163,175.0,203497,Rudy Gobert
455,1.984,25.0,1.111,27.0,111.321,0.874,58.0,203500,Steven Adams
456,-1.41,490.0,-0.998,501.0,111.321,-0.412,389.0,203501,Tim Hardaway Jr.
457,0.106,210.0,-0.049,275.0,111.321,0.155,178.0,203503,Tony Snell
458,0.299,167.0,-0.081,286.0,111.321,0.381,126.0,203504,Trey Burke
459,0.642,115.0,0.627,87.0,111.321,0.015,248.0,203506,Victor Oladipo
460,3.221,5.0,1.787,2.0,111.321,1.434,26.0,203507,Giannis Antetokounmpo
461,-0.838,433.0,-0.733,471.0,111.321,-0.106,301.0,203516,James Ennis III
462,0.159,197.0,1.023,37.0,111.321,-0.864,480.0,203518,Alex Abrines
463,-0.237,319.0,0.335,142.0,111.321,-0.572,433.0,203521,Matthew Dellavedova
464,-1.487,493.0,-0.943,493.0,111.321,-0.544,424.0,203524,Solomon Hill
465,1.799,35.0,0.391,132.0,111.321,1.407,28.0,203526,Raul Neto
466,-0.523,378.0,-0.116,303.0,111.321,-0.407,386.0,203546,Ian Clark
467,0.99,80.0,0.861,56.0,111.321,0.128,188.0,203552,Seth Curry
468,-0.032,256.0,0.05,223.0,111.321,-0.082,294.0,203564,Kalin Lucas
469,-0.16,301.0,-0.168,333.0,111.321,0.008,251.0,203584,Troy Daniels
470,-0.729,418.0,-0.008,253.0,111.321,-0.721,460.0,203585,Rodney McGruder
471,-1.204,476.0,-0.368,403.0,111.321,-0.836,477.0,203613,Jonathon Simmons
472,-3.161,527.0,-2.018,525.0,111.321,-1.143,506.0,2037,Jamal Crawford
473,-0.736,419.0,-0.329,392.0,111.321,-0.407,388.0,203710,C.J. Williams
474,0.172,192.0,0.462,114.0,111.321,-0.289,351.0,203894,Shabazz Napier
475,-0.07,271.0,-0.177,340.0,111.321,0.107,196.0,203895,Jordan McRae
476,-0.47,366.0,-0.539,438.0,111.321,0.069,219.0,203897,Zach LaVine
477,-0.346,344.0,-0.64,456.0,111.321,0.294,146.0,203901,Elfrid Payton
478,-1.092,463.0,-1.624,524.0,111.321,0.532,105.0,203903,Jordan Clarkson
479,1.309,59.0,1.208,20.0,111.321,0.101,202.0,203914,Gary Harris
480,-0.918,447.0,-1.029,505.0,111.321,0.112,195.0,203915,Spencer Dinwiddie
481,-2.686,525.0,-1.399,519.0,111.321,-1.287,511.0,203917,Nik Stauskas
482,-0.708,414.0,-0.432,418.0,111.321,-0.276,349.0,203918,Rodney Hood
483,0.295,168.0,0.235,159.0,111.321,0.06,224.0,203920,Khem Birch
484,-0.264,325.0,0.705,76.0,111.321,-0.969,495.0,203922,Glenn Robinson III
485,0.855,89.0,0.994,41.0,111.321,-0.139,312.0,203924,Jerami Grant
486,-0.037,258.0,-0.634,455.0,111.321,0.597,90.0,203925,Joe Harris
487,0.47,137.0,0.217,163.0,111.321,0.252,155.0,203926,Doug McDermott
488,0.9,87.0,0.906,51.0,111.321,-0.006,259.0,203932,Aaron Gordon
489,-0.599,398.0,-0.382,407.0,111.321,-0.216,337.0,203933,T.J. Warren
490,1.103,71.0,0.82,61.0,111.321,0.283,148.0,203935,Marcus Smart
491,-0.31,336.0,0.784,66.0,111.321,-1.094,503.0,203937,Kyle Anderson
492,0.618,119.0,-0.94,490.0,111.321,1.558,20.0,203939,Dwight Powell
493,-0.076,274.0,-0.125,310.0,111.321,0.049,230.0,203943,Noah Vonleh
494,-0.428,358.0,-0.846,484.0,111.321,0.418,123.0,203944,Julius Randle
495,0.091,213.0,-0.628,454.0,111.321,0.719,68.0,203952,Andrew Wiggins
496,-0.32,338.0,0.065,213.0,111.321,-0.385,381.0,203953,Jabari Parker
497,2.833,8.0,1.229,19.0,111.321,1.605,19.0,203954,Joel Embiid
498,0.545,129.0,0.891,52.0,111.321,-0.346,374.0,203957,Dante Exum
499,-0.111,281.0,-0.067,279.0,111.321,-0.044,281.0,203960,JaKarr Sampson
500,-0.145,294.0,0.082,204.0,111.321,-0.227,338.0,203961,Eric Moreland
501,-0.716,415.0,-0.755,472.0,111.321,0.039,234.0,203967,Dario Saric
502,1.286,60.0,0.721,74.0,111.321,0.565,96.0,203991,Clint Capela
503,0.257,179.0,-0.123,309.0,111.321,0.38,127.0,203992,Bogdan Bogdanovic
504,2.466,13.0,1.006,39.0,111.321,1.46,22.0,203994,Jusuf Nurkic
505,0.826,93.0,0.286,155.0,111.321,0.54,103.0,203998,Bruno Caboclo
506,1.593,44.0,0.553,98.0,111.321,1.039,43.0,203999,Nikola Jokic
507,-1.403,489.0,-0.481,427.0,111.321,-0.922,489.0,204020,Tyler Johnson
508,-0.871,438.0,-0.789,478.0,111.321,-0.082,293.0,204025,Tim Frazier
509,0.439,148.0,-0.247,365.0,111.321,0.686,73.0,204038,Langston Galloway
510,2.425,14.0,1.675,5.0,111.321,0.75,67.0,204060,Joe Ingles
511,-0.929,450.0,-1.061,507.0,111.321,0.133,186.0,204456,T.J. McConnell
512,-0.005,247.0,0.882,54.0,111.321,-0.887,485.0,2199,Tyson Chandler
513,-0.682,410.0,-0.274,375.0,111.321,-0.407,387.0,2200,Pau Gasol
514,-0.211,311.0,0.15,180.0,111.321,-0.361,378.0,2225,Tony Parker
515,0.999,78.0,0.542,102.0,111.321,0.457,116.0,2403,Nene
516,1.884,32.0,1.018,38.0,111.321,0.866,59.0,2544,LeBron James
517,-1.022,456.0,-0.361,401.0,111.321,-0.661,444.0,2546,Carmelo Anthony
518,-0.863,436.0,-0.329,391.0,111.321,-0.534,422.0,2548,Dwyane Wade
519,-0.911,446.0,0.001,248.0,111.321,-0.912,488.0,2585,Zaza Pachulia
520,0.277,175.0,0.467,113.0,111.321,-0.19,324.0,2594,Kyle Korver
521,-0.324,339.0,0.127,186.0,111.321,-0.451,403.0,2617,Udonis Haslem
522,-0.653,407.0,-0.23,360.0,111.321,-0.423,393.0,2730,Dwight Howard
523,-0.089,277.0,0.12,188.0,111.321,-0.209,334.0,2733,Shaun Livingston
524,-0.97,454.0,-0.6,452.0,111.321,-0.37,379.0,2734,Devin Harris
525,1.325,58.0,0.434,122.0,111.321,0.891,56.0,2736,Luol Deng
526,1.825,34.0,0.96,45.0,111.321,0.865,60.0,2738,Andre Iguodala
527,0.258,178.0,0.554,97.0,111.321,-0.296,354.0,2747,JR Smith
528,-1.943,511.0,-1.269,516.0,111.321,-0.674,448.0,2772,Trevor Ariza
